id,organization,rating_category,rating_content_descriptions
59502,2,8,
59509,3,14,[61]
59510,5,25,[69]
59511,7,35,
59512,4,22,
59514,6,32,"[75, 77, 82]"
59527,2,11,"[55, 50]"
59528,4,22,
59529,5,26,
59530,6,33,[76]
59531,7,37,
59532,2,11,"[50, 55]"
59533,4,22,
59534,5,26,
59535,6,33,[76]
59536,7,37,
59537,3,17,"[61, 65]"
59538,4,22,
59540,6,33,[76]
59541,7,37,
59542,3,17,"[61, 65]"
59543,4,22,
59545,6,33,[76]
59546,7,37,
59549,2,9,[50]
59550,4,20,
59551,5,23,[69]
59552,7,35,
59554,3,17,"[61, 65]"
59555,4,22,
59556,5,26,"[69, 71, 72, 73]"
59557,6,33,[75]
59558,7,37,
59561,3,17,"[61, 65]"
59562,4,22,
59563,5,26,"[72, 69, 71, 73]"
59564,6,33,"[76, 81, 84]"
59565,7,37,
59567,3,17,"[61, 65]"
59568,4,22,
59569,5,26,"[69, 71, 72, 73]"
59570,6,33,"[76, 81, 84]"
59571,7,37,
59587,1,3,[29]
59601,1,3,[29]
59606,1,3,[6]
59608,1,5,"[33, 24]"
59610,1,3,"[43, 33]"
59612,1,3,[37]
59613,1,3,[37]
59614,1,3,"[6, 37]"
59616,1,3,[47]
59629,1,4,"[11, 47, 36, 2]"
59632,1,3,[48]
59640,2,8,
59641,1,4,"[37, 5, 31]"
59660,1,3,"[7, 37]"
59670,1,5,"[1, 9, 38, 32, 24, 21]"
59672,1,4,"[1, 6, 47, 32, 20, 24]"
59694,1,4,"[37, 43]"
59703,1,5,"[2, 47, 32, 24, 26]"
59714,1,4,"[7, 37, 26]"
59717,1,3,[48]
59775,1,4,"[11, 29]"
59789,1,3,[5]
59799,1,5,"[8, 9, 32]"
59811,1,5,"[6, 8, 38, 32, 36]"
59839,1,6,"[10, 14, 21, 23, 34, 4]"
59870,1,4,"[47, 32, 36, 21]"
59875,1,3,"[6, 7]"
59876,1,3,"[2, 6]"
59884,1,5,"[32, 33, 28]"
59894,1,5,"[8, 9, 36, 20]"
59956,1,5,"[3, 8, 11, 24, 28, 29]"
59967,1,5,"[32, 36, 29]"
59994,1,5,"[12, 36, 9, 47]"
60008,2,10,"[50, 55]"
60011,5,23,
60012,7,34,
60017,1,5,"[3, 9, 38]"
60018,1,5,"[38, 32, 24, 29]"
60030,1,5,[29]
60031,1,5,"[4, 7, 32, 24, 26, 29]"
60032,1,5,"[9, 32, 15]"
60033,1,5,"[29, 3, 4]"
60038,1,5,"[1, 15, 18, 29]"
60046,1,3,
60064,5,26,"[68, 69, 70, 71, 72, 74, 73]"
60065,5,25,"[68, 69, 70, 71, 72, 73, 74]"
60068,5,26,"[69, 72]"
60073,3,16,"[61, 65]"
60075,5,26,"[73, 71, 69]"
60093,1,3,
60097,1,5,"[9, 38, 32, 15]"
60101,1,6,"[4, 10, 11]"
60112,1,6,"[4, 8, 21, 29, 10]"
60114,1,4,"[2, 9, 38]"
60125,1,3,[33]
60216,1,3,"[31, 6]"
60220,1,5,"[32, 36, 29, 1]"
60221,1,5,"[4, 21, 29, 38, 11, 7]"
60233,1,6,"[3, 10, 14, 17, 21, 34]"
60242,1,5,"[1, 32, 33, 18]"
60245,1,5,"[28, 1, 3, 11, 24, 29]"
60246,1,3,
60250,1,6,"[3, 8, 10, 18, 21, 26]"
60287,1,3,[9]
60289,1,6,"[4, 29, 18]"
60292,1,4,"[9, 32]"
60323,1,3,[47]
60369,1,3,"[1, 24, 29]"
60380,1,5,"[29, 3, 11]"
60384,1,5,[29]
60394,1,3,[32]
60411,1,5,"[29, 3]"
60426,1,3,
60450,2,10,
60469,2,10,
60488,2,10,
60492,2,9,
60546,2,8,
60569,2,8,
60570,2,10,
60574,2,9,
60601,2,9,
60607,2,8,
60609,2,8,
60633,2,10,
60662,2,9,
60664,2,8,
60671,2,10,
60697,2,12,
60713,2,11,
60722,2,11,
60734,2,9,
60762,2,8,
60782,2,10,[50]
60800,2,9,
60818,2,8,
60819,2,10,
60825,2,8,
60830,2,9,[50]
60835,2,11,
60836,2,11,
60854,2,8,
60901,2,11,
60903,2,8,
60904,2,10,
60919,2,8,
60926,2,10,
60927,2,11,
60935,2,8,
60959,2,11,
60975,2,11,
60980,2,9,
60996,2,9,
61029,1,5,"[3, 8, 9, 32, 7, 11, 5, 36]"
61035,1,4,"[1, 9, 36]"
61036,1,6,"[4, 10, 11, 13, 21]"
61038,1,5,"[4, 9, 11]"
61040,1,3,
61041,1,5,"[3, 9, 36, 20, 29, 7]"
61043,1,5,"[7, 9, 32, 24, 26, 6, 33]"
61044,1,4,"[9, 36]"
61045,1,5,"[9, 32, 36, 45, 7, 28, 11]"
61046,1,5,"[9, 11, 28, 33, 6, 24]"
61048,1,5,"[9, 38]"
61056,1,6,"[4, 10, 21, 24]"
61061,1,4,[9]
61070,1,3,
61080,2,10,
61094,1,3,"[31, 43]"
61098,2,8,
61099,2,10,
61105,2,9,
61120,2,8,
61123,2,8,
61132,2,8,
61134,2,10,
61135,2,10,
61138,2,10,
61162,2,11,
61164,2,9,
61168,2,11,
61175,2,8,
61179,2,8,
61180,1,6,"[4, 29]"
61185,1,3,[33]
61220,1,3,
61259,1,5,"[3, 29]"
61266,1,3,
61275,1,5,"[3, 42, 29]"
61295,1,3,
61297,1,5,"[36, 29]"
61302,1,3,"[1, 36]"
61304,1,5,"[11, 36, 20, 45, 29]"
61310,1,6,"[4, 29]"
61311,1,6,"[4, 10, 11, 29]"
61312,1,3,
61329,1,5,"[7, 9]"
61332,1,3,"[20, 26]"
61341,1,4,[47]
61352,1,5,"[1, 3, 32, 29]"
61392,2,8,
61397,2,10,
61414,2,8,
61415,2,11,
61425,2,9,
61431,2,9,[50]
61436,2,8,
61438,2,8,
61439,2,8,
61447,2,11,[50]
61451,2,10,
61452,2,8,
61458,2,8,
61464,2,9,[50]
61481,2,8,
61485,2,9,"[53, 50]"
61487,2,9,
61491,2,8,
61492,2,9,[50]
61498,2,8,
61504,2,9,
61507,2,9,
61519,2,8,
61543,2,8,
61571,1,3,[2]
61588,1,5,[29]
61590,1,6,"[21, 29, 10, 3]"
61595,1,5,"[3, 29]"
61606,1,5,"[3, 29]"
61609,1,3,[5]
61613,1,3,[33]
61615,1,5,"[9, 29, 3]"
61622,1,5,[5]
61628,1,6,"[3, 24, 29]"
61631,1,6,"[3, 24, 29]"
61640,1,5,"[9, 11]"
61641,1,3,[5]
61642,1,3,[9]
61643,1,3,[32]
61648,1,5,"[3, 7, 11, 24, 26, 29]"
61651,1,6,"[3, 11, 24, 29]"
61666,1,4,[29]
61668,1,3,
61670,1,3,
61680,1,4,[9]
61685,1,6,"[10, 14, 21, 23, 27, 4]"
61686,1,4,"[1, 7, 9, 38]"
61688,1,5,"[4, 6, 36, 28, 29]"
61694,1,4,"[5, 7]"
61704,1,3,[33]
61708,1,3,[43]
61725,1,3,"[2, 31]"
61735,1,5,"[32, 45, 2]"
61753,1,5,"[48, 33]"
61767,1,5,"[3, 24, 29, 31]"
61777,1,5,"[33, 43]"
61795,1,5,"[3, 29, 2, 31]"
61802,1,5,"[3, 29]"
61824,1,6,"[4, 21, 29]"
61846,1,5,[29]
61848,1,6,"[4, 29]"
61853,1,3,
61862,1,5,[33]
61872,1,5,"[3, 29]"
61876,1,5,"[3, 29]"
61877,1,3,
61887,1,5,"[9, 11, 24, 34]"
61891,1,5,"[3, 11, 24, 29]"
61903,1,5,"[32, 29]"
61905,1,3,
61910,1,4,[29]
61914,1,3,[37]
61924,1,3,[9]
61926,1,6,"[3, 29]"
61927,1,6,"[3, 10]"
61937,1,3,[33]
61942,1,5,[5]
61966,1,4,[7]
61969,1,6,"[3, 21, 29]"
61974,1,6,"[4, 10, 27, 21]"
61977,1,6,"[4, 29]"
61978,1,6,"[4, 29]"
61982,1,3,[29]
61984,1,3,[29]
61996,1,3,
61997,1,3,
62001,1,6,"[29, 4, 14, 18, 27, 21]"
62002,1,6,"[4, 11, 15, 29, 24, 3]"
62016,1,5,"[11, 38, 15, 9]"
62017,1,6,"[3, 18, 29]"
62020,1,6,"[4, 8, 10, 14, 17, 21]"
62042,1,5,"[3, 29]"
62045,1,4,"[32, 33]"
62057,1,4,[9]
62058,1,5,"[2, 11, 15, 24, 29]"
62059,1,3,
62065,1,5,"[1, 11, 44, 29]"
62068,1,5,"[3, 11, 24, 28, 29]"
62078,1,6,[42]
62084,1,5,[29]
62121,2,8,
62129,1,5,"[2, 31]"
62168,2,9,
62182,2,10,"[50, 53]"
62211,2,9,
62220,2,8,
62229,1,3,[29]
62230,1,6,"[3, 29]"
62231,1,3,[9]
62234,1,4,"[11, 47, 24]"
62246,2,10,
62254,1,4,"[41, 33]"
62267,1,3,[33]
62269,1,5,"[4, 7, 29, 2, 24, 3]"
62273,2,11,[50]
62291,2,9,
62295,2,10,
62297,2,10,"[50, 58]"
62318,3,13,
62324,7,35,
62325,2,10,[50]
62326,7,36,
62328,7,36,
62330,2,11,"[50, 57]"
62349,4,20,
62350,7,36,
62372,4,20,
62377,4,20,
62386,4,20,
62388,6,28,
62393,4,20,
62396,4,21,
62405,3,13,
62406,4,18,
62407,5,23,
62408,7,34,
62409,3,13,
62410,4,20,
62411,5,23,
62412,7,35,
62413,3,14,
62414,4,20,
62415,5,24,
62416,7,35,
62417,3,14,
62418,4,20,
62420,7,35,
62423,4,18,
62424,7,34,
62425,3,13,
62426,4,19,
62427,7,34,
62428,4,18,
62454,3,13,
62455,4,18,
62456,5,23,
62457,7,34,
62458,4,18,
62459,7,34,
62463,3,13,
62464,4,18,
62465,7,34,
62466,1,3,
62467,2,8,
62468,6,28,
62473,2,10,[50]
62474,2,12,[50]
62478,1,4,"[2, 5]"
62479,6,28,
62497,4,22,
62498,3,13,
62499,4,18,
62500,7,34,
62501,4,19,
62503,6,28,
62504,7,35,
62505,3,13,
62506,4,19,
62507,7,34,
62509,4,22,
62515,4,19,
62523,1,3,
62524,2,8,
62530,3,13,
62531,4,19,
62532,7,34,
62547,4,22,
62553,4,21,
62557,4,22,
62559,7,37,
62560,2,11,[50]
62561,3,14,"[61, 60]"
62570,3,13,
62571,4,19,
62572,7,34,
62575,2,9,
62576,4,19,
62577,7,35,
62579,3,13,
62587,1,5,"[8, 33]"
62588,2,8,
62589,4,20,
62598,4,21,
62601,4,22,
62602,5,26,
62609,3,14,
62610,4,20,
62614,3,13,
62615,4,18,
62616,5,23,
62617,6,28,
62618,7,34,
62619,3,13,
62620,4,18,
62621,7,35,
62622,3,13,
62623,4,18,
62624,7,34,
62625,2,8,
62626,3,13,
62627,4,18,
62628,5,23,
62629,7,34,
62638,4,20,
62640,4,20,
62643,5,23,
62644,7,34,
62645,3,13,
62646,4,19,
62647,5,23,
62648,6,28,
62649,7,34,
62651,4,21,
62682,4,18,
62687,4,20,
62688,7,35,
62691,4,22,
62693,3,13,
62694,4,19,
62695,5,23,
62696,7,35,
62697,3,13,
62705,4,19,
62706,7,35,
62708,3,13,
62709,3,13,
62718,2,10,
62719,3,14,
62720,5,24,
62754,4,19,
62755,7,36,
62796,7,37,
62801,4,19,
62802,7,34,
62810,1,3,[37]
62826,2,10,
62827,3,14,
62828,4,21,
62830,2,12,"[50, 55]"
62857,1,3,
62858,2,8,
62860,2,10,[50]
62861,1,5,"[3, 15, 29]"
62876,1,5,"[3, 29]"
62893,4,22,
62895,7,36,
62908,2,9,"[50, 53]"
62910,4,19,
62912,7,35,
62921,3,13,
62922,4,19,
62923,5,23,
62924,7,35,
62931,2,8,
62932,3,13,
62933,4,18,
62934,5,23,
62935,7,35,
62936,2,9,[50]
62940,7,35,
62941,4,19,
62942,7,35,
62960,4,22,
62961,7,38,
62975,3,13,
62976,4,19,
62977,5,23,
62978,7,35,
62989,1,6,"[4, 10, 15, 21, 26, 18]"
62990,2,12,"[57, 50, 55]"
62991,3,16,"[61, 64, 65]"
62993,4,22,
62995,7,37,
63022,2,9,[53]
63023,7,34,
63032,6,30,
63033,3,17,"[61, 65]"
63034,4,22,
63035,5,26,"[68, 69, 71, 72, 73, 74]"
63036,6,33,
63037,7,37,
63045,3,17,[61]
63046,5,26,"[69, 71]"
63047,6,33,"[76, 84]"
63048,5,23,[69]
63053,3,13,
63054,4,19,
63055,5,23,
63056,7,34,
63119,3,16,[61]
63120,4,21,
63121,5,26,[69]
63122,6,31,[75]
63127,1,4,"[9, 11]"
63133,1,5,"[41, 3, 32, 18, 29, 1, 25]"
63143,1,5,"[3, 9, 32, 36, 26]"
63144,1,3,
63147,1,5,[29]
63151,1,5,"[9, 11, 24]"
63152,1,5,"[9, 32, 26]"
63179,2,12,"[55, 50, 52, 58]"
63188,1,5,"[3, 11, 18, 26, 29]"
63193,1,4,[33]
63199,1,5,"[9, 32, 20, 24]"
63200,1,5,"[32, 24, 29]"
63220,4,20,
63221,6,29,[75]
63222,7,36,
63233,1,5,"[47, 48]"
63234,1,6,"[5, 38, 24, 21]"
63246,1,3,
63253,1,3,[5]
63265,1,4,"[5, 28]"
63270,1,5,"[3, 9, 11, 24, 45]"
63271,1,5,"[32, 24, 29]"
63272,1,5,"[32, 24, 26, 29, 3]"
63275,1,6,"[4, 10, 18, 21, 27, 15]"
63285,1,5,"[1, 9, 11, 18]"
63286,1,6,"[3, 29]"
63287,1,6,"[4, 29]"
63288,1,6,"[29, 4]"
63294,1,6,"[4, 24, 29]"
63311,3,16,"[65, 61]"
63312,4,22,
63313,5,26,"[71, 69, 70, 72]"
63314,6,33,[75]
63316,5,26,[69]
63317,6,33,[76]
63318,7,39,
63326,1,4,"[11, 33, 26]"
63328,1,5,"[32, 33, 6]"
63331,1,5,"[3, 7, 32, 36, 45, 29]"
63336,1,3,[29]
63348,1,3,
63351,3,17,"[61, 65]"
63352,5,26,"[68, 69, 71, 72]"
63354,1,3,[43]
63360,2,12,"[50, 58]"
63363,4,20,
63364,5,26,"[69, 72]"
63365,6,31,"[75, 82]"
63373,2,11,
63380,2,10,"[50, 58]"
63391,2,10,
63420,1,5,"[3, 29, 15, 11]"
63458,1,5,"[4, 11, 18, 45, 29]"
63460,1,3,[47]
63461,1,5,"[11, 24, 45, 29]"
63463,1,6,"[4, 10, 14, 23, 26, 11, 17, 1, 21]"
63464,1,5,"[4, 7, 32, 24, 26, 29]"
63465,1,3,[6]
63469,1,5,"[24, 45, 29]"
63471,1,4,"[7, 38, 32, 9]"
63499,1,3,"[31, 29]"
63503,1,3,[5]
63504,1,5,[29]
63507,1,5,[5]
63509,1,5,"[5, 32]"
63532,2,8,
63550,4,21,
63556,1,5,"[3, 29]"
63560,2,12,
63567,2,9,
63617,2,10,
63622,1,5,"[1, 4, 36, 15, 29]"
63623,1,4,[5]
63626,1,5,"[38, 11, 24, 29]"
63628,1,5,"[33, 24]"
63630,1,5,"[47, 48]"
63633,1,5,[29]
63634,1,5,"[3, 29]"
63642,2,11,"[50, 58]"
63645,3,13,
63646,5,23,
63647,7,34,
63650,1,5,"[9, 38, 32, 15, 26]"
63656,1,6,"[4, 10, 21]"
63659,2,10,
63672,1,3,[37]
63684,1,5,"[3, 29]"
63717,1,6,"[3, 15, 17, 21, 29, 14]"
63718,3,15,
63722,4,20,
63723,5,24,[69]
63724,6,29,
63725,7,35,
63768,1,5,"[11, 18, 29, 26, 4, 32, 7, 24]"
63771,1,5,"[1, 4, 36, 29]"
63775,1,3,
63776,1,3,"[33, 37]"
63784,1,6,"[4, 10, 14, 17, 21, 18]"
63787,1,3,[6]
63789,1,3,
63790,1,3,
63825,1,3,[47]
63826,1,6,"[10, 4, 11]"
63868,2,10,
63871,2,10,
63882,2,12,
63883,2,8,
63897,2,10,
63898,2,8,
63909,2,11,
63913,2,8,
63923,2,10,
63933,1,3,
63945,1,3,
63953,2,11,
63957,2,9,
63987,1,5,"[3, 11, 18, 29, 26]"
64006,1,4,"[6, 28, 47]"
64008,1,4,[9]
64050,1,4,[47]
64055,1,3,[5]
64084,5,23,[69]
64085,7,34,
64142,2,12,[50]
64143,3,17,[61]
64144,4,21,
64145,5,26,[69]
64146,6,33,[76]
64147,7,37,
64149,1,5,"[1, 29, 32]"
64152,1,6,"[3, 8, 10, 18, 21, 29]"
64156,1,5,"[2, 4, 29, 31]"
64157,1,5,"[4, 29]"
64164,1,6,"[3, 29]"
64165,1,5,"[33, 4, 29]"
64166,1,6,"[3, 29]"
64169,1,5,"[3, 32, 11, 29]"
64170,1,6,"[3, 11, 29]"
64175,1,3,[33]
64180,1,4,"[6, 9]"
64207,2,10,
64220,2,8,
64228,2,11,
64238,2,10,
64247,2,8,
64250,2,8,
64253,2,12,
64255,2,10,
64261,2,8,
64265,2,10,
64273,2,8,
64279,2,8,
64283,2,9,
64289,2,8,
64294,2,8,
64304,2,10,
64315,2,9,
64320,2,10,
64321,2,10,
64327,2,8,
64333,2,9,
64334,2,10,
64335,2,9,[50]
64349,2,11,
64363,2,8,
64365,2,9,
64368,2,10,
64388,2,10,
64392,2,8,
64414,2,10,
64423,2,8,
64431,2,10,
64436,2,8,
64468,2,9,
64475,2,10,
64477,2,10,
64485,2,8,
64492,2,8,
64512,1,4,[9]
64514,2,10,"[50, 58]"
64517,2,11,[50]
64519,2,10,[50]
64520,2,10,[50]
64521,2,10,[50]
64522,2,11,[50]
64533,1,5,"[32, 24]"
64544,1,3,[6]
64572,2,8,
64574,2,8,
64577,2,8,
64585,2,10,
64594,2,8,
64599,2,9,
64601,2,10,[50]
64603,2,8,
64614,2,10,
64617,2,8,
64622,2,10,"[50, 55]"
64633,2,12,
64642,2,11,
64651,2,8,
64661,2,8,
64665,2,10,
64671,2,10,"[51, 55, 50]"
64674,2,9,
64675,2,9,
64690,2,10,
64693,2,10,
64694,2,9,
64695,2,9,
64696,2,9,
64703,2,10,
64706,2,9,
64707,2,10,
64719,2,10,
64720,2,10,
64722,2,10,
64726,2,10,
64744,2,8,
64746,2,8,
64747,2,9,
64748,2,8,
64750,2,8,
64752,2,8,
64754,2,9,
64769,2,8,
64770,2,9,
64774,2,10,
64775,2,9,
64786,2,8,
64797,2,8,
64798,2,9,
64799,2,8,
64803,2,8,
64805,2,9,
64807,2,9,
64820,2,9,
64822,2,9,
64834,2,8,
64835,2,9,
64837,2,9,
64839,2,9,
64843,2,10,
64845,2,8,
64846,2,9,
64852,2,10,
64854,2,8,
64858,2,8,
64859,2,8,
64862,2,9,
64867,2,8,
64873,2,10,
64874,2,10,
64885,2,9,
64890,2,8,
64895,2,9,
64901,2,9,
64903,2,9,
64936,1,3,[37]
64938,1,4,"[47, 26]"
64947,1,3,
64958,2,12,
64968,1,5,[29]
64969,1,5,[29]
64970,1,5,"[3, 6, 9, 26]"
64972,1,3,"[29, 5]"
65005,1,5,"[5, 7, 32, 45, 31, 28, 21, 26]"
65016,1,3,[6]
65019,1,5,"[1, 3, 32, 18, 29]"
65033,1,5,"[4, 9, 26]"
65036,1,4,[33]
65038,1,5,"[7, 32, 24, 25, 29]"
65043,1,4,"[47, 32, 36]"
65047,1,5,"[3, 24, 29]"
65104,1,3,[37]
65116,1,3,"[9, 26]"
65117,1,3,[45]
65118,1,3,"[1, 6]"
65119,1,3,[6]
65121,1,3,"[47, 26]"
65124,1,3,"[6, 26]"
65126,1,3,[6]
65138,1,3,[37]
65188,1,3,[43]
65211,1,4,"[5, 6, 31, 7]"
65216,1,6,"[4, 10]"
65218,1,5,[9]
65224,1,5,"[2, 31, 29, 3]"
65234,1,3,"[1, 32, 29]"
65240,1,5,"[41, 32, 18, 29, 3]"
65250,1,3,
65294,1,5,[31]
65299,1,5,"[3, 21, 29]"
65322,1,5,[33]
65342,1,3,[47]
65343,1,4,"[12, 33, 24]"
65347,1,3,[6]
65348,1,5,"[3, 32, 28, 29, 36]"
65363,1,5,"[1, 3, 32, 18, 29]"
65370,1,4,"[26, 29]"
65386,1,4,"[2, 9]"
65393,1,5,"[1, 9, 32, 24]"
65400,1,3,"[5, 6, 28]"
65401,1,3,"[47, 6]"
65403,1,3,
65419,1,3,
65424,1,5,[33]
65438,1,5,"[6, 32, 29, 7, 1, 5]"
65441,1,5,"[32, 29]"
65446,1,5,[29]
65454,1,5,"[3, 29]"
65457,1,3,"[5, 6]"
65464,1,6,"[33, 21]"
65465,1,3,[33]
65469,1,3,[37]
65477,1,3,[6]
65479,1,3,[9]
65491,1,3,
65512,1,3,
65513,1,5,"[33, 27, 24, 11, 4]"
65526,1,5,"[48, 24, 29]"
65527,1,5,"[4, 29]"
65528,1,6,"[3, 29, 32]"
65530,1,3,[29]
65531,1,5,"[2, 42, 32, 33]"
65533,1,5,[29]
65558,1,3,[33]
65563,1,6,"[4, 24, 29]"
65568,1,6,"[3, 29]"
65570,1,3,
65571,1,6,"[3, 42, 29, 18, 11, 27]"
65575,1,5,"[3, 29]"
65577,1,3,"[1, 5]"
65578,1,6,"[3, 29]"
65582,1,5,"[33, 24, 29]"
65589,1,5,"[33, 26, 24, 3, 29]"
65599,2,10,
65600,2,10,[50]
65612,1,3,[29]
65615,1,5,[6]
65627,1,3,[9]
65639,1,3,"[32, 29, 31]"
65660,1,5,[29]
65661,1,3,[29]
65665,1,3,[1]
65667,1,6,"[4, 29]"
65676,1,5,"[29, 2]"
65679,1,3,[47]
65684,1,6,"[3, 29, 40]"
65687,1,3,[9]
65688,1,5,"[3, 29]"
65696,1,3,"[37, 43]"
65702,1,5,[9]
65708,1,3,"[5, 6]"
65711,1,3,"[5, 37]"
65723,1,5,"[3, 29]"
65728,1,3,[29]
65731,1,3,
65733,1,6,"[3, 29]"
65740,1,5,"[3, 9, 32]"
65747,1,6,"[4, 29]"
65763,1,5,"[3, 7, 42, 33]"
65767,1,5,"[4, 11, 29]"
65768,1,5,"[9, 11, 24, 18, 29]"
65774,1,6,"[4, 29, 3]"
65777,1,5,[29]
65787,1,3,[47]
65804,1,5,"[2, 29]"
65805,1,5,"[1, 11, 29, 32]"
65815,1,6,"[4, 29]"
65816,1,6,"[3, 29]"
65827,1,5,[29]
65834,1,3,[33]
65845,1,3,
65847,1,5,[29]
65858,1,3,[33]
65865,1,5,[29]
65868,1,5,"[3, 48, 24]"
65892,1,3,[29]
65894,1,5,[29]
65896,1,5,"[6, 29]"
65901,1,3,[32]
65905,1,3,
65908,1,5,[29]
65916,1,5,"[32, 29]"
65923,1,5,[33]
65940,2,9,
65987,1,5,"[15, 29]"
65990,1,5,"[32, 36, 29, 3]"
66000,1,6,"[4, 29]"
66001,1,3,[6]
66026,1,5,"[2, 32, 29]"
66049,1,4,"[1, 33]"
66065,1,5,"[18, 45, 29, 3]"
66066,1,6,"[3, 11, 29]"
66071,1,3,
66079,1,4,[9]
66105,1,5,"[29, 31]"
66110,1,3,"[1, 7, 37]"
66111,1,3,"[1, 7, 37]"
66130,1,6,"[4, 11, 29]"
66132,1,5,"[2, 29]"
66152,1,3,[33]
66206,1,3,[33]
66216,1,6,"[22, 29, 3]"
66251,1,3,"[32, 36]"
66301,1,5,"[31, 29, 3]"
66322,1,5,"[4, 9, 11]"
66328,1,5,"[3, 11, 24, 45, 29, 28, 26]"
66367,1,5,"[2, 5]"
66382,1,6,"[3, 11, 23, 29, 30, 36]"
66387,1,3,[33]
66395,1,6,"[3, 29]"
66412,1,3,
66433,1,6,"[2, 31, 10, 11, 4]"
66437,1,5,"[6, 24]"
66441,1,5,"[41, 48, 36]"
66442,1,5,"[12, 33, 24, 28]"
66462,1,3,[47]
66487,1,4,"[36, 33, 1]"
66492,1,3,[6]
66557,1,6,"[4, 10, 21]"
66559,1,6,"[3, 21, 29, 26]"
66595,1,6,"[4, 29]"
66600,1,5,"[1, 11, 36, 29, 40, 3]"
66611,1,5,"[41, 32, 29, 3]"
66615,1,5,"[36, 33]"
66623,1,3,[6]
66650,3,13,
66652,3,16,[61]
66653,3,13,
66655,3,16,"[60, 61, 64, 65]"
66657,3,15,[61]
66658,3,16,[66]
66660,1,4,"[6, 26]"
66688,3,16,[61]
66689,3,14,[65]
66692,3,15,[60]
66693,3,17,[61]
66694,3,16,[65]
66718,1,3,
66721,1,5,"[33, 45]"
66755,2,11,"[50, 53, 55]"
66756,1,6,"[4, 21, 10]"
66757,4,21,
66759,7,37,
66763,7,35,
66764,5,25,[69]
66801,3,14,"[60, 61]"
66828,1,5,"[3, 29]"
66830,4,21,
66850,2,12,"[50, 58]"
66855,2,12,"[50, 58]"
66889,2,12,"[50, 58]"
66925,1,3,"[6, 37, 43, 7]"
66986,1,5,"[1, 3, 29]"
67029,1,4,"[9, 32, 45]"
67058,1,5,"[3, 29]"
67127,1,5,[24]
67141,1,3,[6]
67170,2,8,
67213,2,9,
67214,2,9,
67264,2,10,"[50, 55]"
67269,2,11,"[50, 52, 55]"
67270,3,16,
67276,1,6,"[3, 29, 24, 21]"
67295,3,17,[61]
67303,2,12,"[50, 55]"
67304,3,17,[61]
67311,3,16,[61]
67313,3,14,"[60, 61]"
67314,3,16,[61]
67315,3,16,"[61, 65]"
67316,3,15,"[62, 61]"
67317,3,13,
67318,3,13,
67319,3,15,[61]
67320,3,13,
67322,3,13,
67323,3,17,"[65, 61]"
67324,3,17,"[61, 65]"
67325,3,14,"[61, 65]"
67327,3,13,
67330,3,15,"[61, 62]"
67331,3,14,"[59, 60, 61, 62]"
67332,3,14,"[61, 65]"
67334,3,17,[61]
67335,3,15,[61]
67336,3,13,
67340,3,16,"[63, 66]"
67344,3,16,"[60, 61, 64]"
67345,3,16,"[61, 64, 65]"
67346,3,16,"[60, 61, 64, 65]"
67348,3,16,"[61, 65]"
67350,3,16,"[59, 60, 61]"
67352,3,13,
67355,3,15,[60]
67356,3,13,
67358,3,15,[61]
67359,3,16,[61]
67360,3,16,[61]
67361,3,13,
67362,3,14,[65]
67364,3,14,[65]
67365,3,17,"[61, 65]"
67366,3,13,
67369,3,13,
67371,3,16,[61]
67372,3,13,
67373,3,13,
67374,3,13,
67375,3,13,
67377,3,14,[65]
67379,3,17,[61]
67381,3,17,[61]
67382,3,15,"[61, 65]"
67384,3,15,[60]
67386,3,16,"[60, 61, 65]"
67387,3,13,
67388,3,14,[65]
67391,3,13,
67393,3,13,
67395,3,17,"[61, 65]"
67396,3,13,
67397,3,15,[61]
67398,3,14,[61]
67399,3,13,
67400,3,13,
67402,3,16,[61]
67408,3,17,[61]
67410,3,14,[61]
67413,3,13,
67414,3,14,[65]
67415,3,13,
67420,3,16,[61]
67422,3,15,[61]
67423,3,13,
67424,3,14,[61]
67425,3,15,[61]
67426,3,13,
67427,3,13,
67428,3,13,
67430,3,13,
67431,3,13,
67432,3,13,
67434,3,16,[61]
67435,3,15,[65]
67436,3,13,
67437,3,13,
67439,3,17,"[65, 61]"
67440,3,14,"[60, 61, 65]"
67441,3,13,
67443,3,16,[61]
67445,3,13,
67446,3,13,
67447,3,13,
67448,3,13,
67449,3,13,
67450,3,14,"[61, 65, 67]"
67451,3,16,[61]
67452,3,14,[61]
67455,3,17,[61]
67457,3,15,[60]
67458,3,13,
67461,3,13,
67463,3,17,"[61, 65]"
67465,3,13,
67466,3,13,
67467,3,13,
67468,3,13,
67473,3,13,
67474,3,13,
67476,3,15,[66]
67482,1,3,[43]
67485,1,3,[43]
67490,1,5,"[2, 31]"
67492,1,5,"[2, 32, 45]"
67499,1,5,"[3, 24, 29, 31]"
67500,1,6,"[46, 31]"
67516,1,5,"[2, 31]"
67533,1,3,[43]
67535,1,3,[31]
67536,1,5,"[2, 31, 29, 25, 11, 3]"
67540,1,5,[31]
67541,1,3,
67550,1,5,"[43, 32, 24]"
67556,1,6,"[46, 31, 42, 4, 29]"
67566,1,3,[31]
67570,1,5,"[24, 31]"
67580,1,5,"[29, 31]"
67591,1,6,"[46, 31]"
67594,1,3,"[31, 32]"
67606,1,3,[31]
67619,1,5,[43]
67624,1,3,[45]
67628,1,3,
67653,1,3,"[1, 6]"
