id,name,rating,description
3911,ESRB,E10+,Cartoon Violence
3926,ESRB,M,"Animated Violence, Animated Blood"
3937,ESRB,E,no_description
3941,PEGI,12,no_description
3949,ESRB,T,"Mild Suggestive Themes, Violence, Mild Language"
3982,ESRB,M,"Nudity, Intense Violence, Blood and Gore, Sexual Content"
4000,ESRB,T,"Mild Language, Fantasy Violence, Use of Alcohol"
4003,PEGI,16,no_description
4008,ESRB,T,"Language, Violence, Blood"
4024,PEGI,7,no_description
4033,PEGI,12,no_description
4034,ESRB,T,"Animated Blood, Violence"
4059,PEGI,12,no_description
4065,ESRB,T,"Mild Suggestive Themes, Strong Lyrics, Mild Violence"
4072,PEGI,3,no_description
4085,PEGI,12,no_description
4089,ESRB,E,no_description
4095,ESRB,E,no_description
4096,ESRB,E,no_description
4097,ESRB,E,no_description
4098,ESRB,E,no_description
4099,ESRB,E,no_description
4107,PEGI,18,no_description
4117,PEGI,3,no_description
4121,PEGI,16,no_description
4131,ESRB,E,no_description
4143,PEGI,3,no_description
4145,PEGI,3,no_description
4146,PEGI,12,no_description
4151,ESRB,E10+,"Violence, Animated Blood"
4167,ESRB,T,"Blood, Suggestive Themes, Language, Crude Humor, Violence"
4186,ESRB,E,no_description
4199,ESRB,T,"Suggestive Themes, Language, Blood, Violence"
4216,PEGI,12,no_description
4218,PEGI,12,no_description
4229,ESRB,T,"Blood, Mild Language, Mild Suggestive Themes, Fantasy Violence, Alcohol Reference"
4230,PEGI,12,no_description
4231,ESRB,E,no_description
4236,ESRB,T,"Suggestive Themes, Blood, Violence, Language"
4237,PEGI,16,no_description
4258,ESRB,E,no_description
4260,ESRB,E,no_description
4261,ESRB,E,no_description
4262,ESRB,E,no_description
4265,ESRB,T,"Language, Mild Suggestive Themes, Mild Violence"
4266,PEGI,16,no_description
4280,ESRB,E,no_description
4281,PEGI,3,no_description
4285,PEGI,18,"Violence, Sex, Bad Language"
4289,PEGI,18,"Violence, Bad Language"
4292,PEGI,18,"Violence, Bad Language"
4314,ESRB,E10+,Fantasy Violence
4321,PEGI,18,"Sex, Violence, Bad Language"
4328,ESRB,M,"Intense Violence, Partial Nudity, Blood and Gore"
4333,PEGI,3,In-Game Purchases
4338,PEGI,12,Violence
4342,PEGI,3,no_description
4345,PEGI,18,"Violence, Bad Language, In-Game Purchases"
4346,PEGI,3,In-Game Purchases
4348,ESRB,T,"Use of Alcohol, Violence, Blood"
4350,PEGI,16,no_description
4355,ESRB,M,"Strong Language, Violence, Blood"
4358,ESRB,T,"Language, Violence, Blood"
4367,ESRB,T,"Violence, Blood, Suggestive Themes, Language"
4368,ESRB,T,"Violence, Mild Language"
4375,ESRB,T,"Violence, Mild Language, Blood"
4383,ESRB,T,"Violence, Crude Humor, Suggestive Themes, Blood"
4395,PEGI,12,no_description
4422,ESRB,E10+,"Violence, Alcohol Reference"
4449,ESRB,E,no_description
4450,PEGI,3,no_description
4453,ESRB,T,"Animated Violence, Animated Blood"
4454,PEGI,12,no_description
4459,ESRB,T,"Violence, Blood"
4460,PEGI,12,Violence
4463,PEGI,7,no_description
4470,PEGI,7,Violence
4471,ESRB,E,no_description
4483,ESRB,T,"Fantasy Violence, Language, Drug and Alcohol Reference"
4484,PEGI,12,Violence
4486,PEGI,12,Violence
4487,PEGI,12,"Violence, Bad Language"
4489,PEGI,3,no_description
4490,ESRB,E,Mild Fantasy Violence
4491,PEGI,3,no_description
